ID,date,warehouse_ID,Latitude,Longitude,Product_Type,year,month,is_weekend,is_warehouse_closed,daily_dispatch_count,weekly_dispatch_count,week,state,county,state_cases,state_deaths,county_cases,county_deaths,day_of_week,days_since_warehouse_started,state_abbr,is_holiday,statewise_population,statewise_land_area_per_sqmile,statewise_population_per_sqmile,statewise_geographic_region,geographic_region_division,statewise_median_age,statewise_median_household_income,total_count,yearly_count,monthly_count,weekly_count
0x4df0,2018-12-18,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,No,No,7.1,14.1,51,alabama,marshall,0,0.0,0,0.0,1,230.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,230,230,17,1
0x4df1,2018-12-18,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,No,No,3.6,7.2,51,alabama,marshall,0,0.0,0,0.0,1,230.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,230,230,17,1
0x2b3c,2018-12-19,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,No,No,7.5,20.6,51,connecticut,hartford,0,0.0,0,0.0,2,717.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,717,352,18,2
0x2b3d,2018-12-19,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,No,No,2.9,9.0,51,connecticut,hartford,0,0.0,0,0.0,2,717.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,351,351,18,2
0x3812,2018-12-19,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,No,No,8.7,24.6,51,colorado,teller,0,0.0,0,0.0,2,717.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,717,352,18,2
0x3813,2018-12-19,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,No,No,3.9,11.9,51,colorado,teller,0,0.0,0,0.0,2,717.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,351,351,18,2
0x437a,2018-12-19,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,No,No,8.2,22.8,51,arizona,apache,0,0.0,0,0.0,2,351.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,351,351,18,2
0x437b,2018-12-19,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,No,No,3.5,11.1,51,arizona,apache,0,0.0,0,0.0,2,351.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,351,351,18,2
0x4df2,2018-12-19,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,No,No,6.9,21.0,51,alabama,marshall,0,0.0,0,0.0,2,231.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,231,231,18,2
0x4df3,2018-12-19,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,No,No,3.4,10.6,51,alabama,marshall,0,0.0,0,0.0,2,231.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,231,231,18,2
0x2b3e,2018-12-20,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,No,No,5.9,26.5,51,connecticut,hartford,0,0.0,0,0.0,3,718.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,718,353,19,3
0x2b3f,2018-12-20,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,No,No,3.7,12.7,51,connecticut,hartford,0,0.0,0,0.0,3,718.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,352,352,19,3
0x3814,2018-12-20,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,No,No,8.7,33.3,51,colorado,teller,0,0.0,0,0.0,3,718.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,718,353,19,3
0x3815,2018-12-20,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,No,No,3.5,15.4,51,colorado,teller,0,0.0,0,0.0,3,718.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,352,352,19,3
0x437c,2018-12-20,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,No,No,7.6,30.4,51,arizona,apache,0,0.0,0,0.0,3,352.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,352,352,19,3
0x437d,2018-12-20,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,No,No,4.4,15.5,51,arizona,apache,0,0.0,0,0.0,3,352.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,352,352,19,3
0x4df4,2018-12-20,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,No,No,9.1,30.1,51,alabama,marshall,0,0.0,0,0.0,3,232.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,232,232,19,3
0x4df5,2018-12-20,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,No,No,4.1,14.7,51,alabama,marshall,0,0.0,0,0.0,3,232.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,232,232,19,3
0x2b40,2018-12-21,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,No,No,5.9,32.4,51,connecticut,hartford,0,0.0,0,0.0,4,719.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,719,354,20,4
0x2b41,2018-12-21,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,No,No,3.6,16.3,51,connecticut,hartford,0,0.0,0,0.0,4,719.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,353,353,20,4
0x3816,2018-12-21,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,No,No,10.1,43.4,51,colorado,teller,0,0.0,0,0.0,4,719.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,719,354,20,4
0x3817,2018-12-21,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,No,No,4.5,19.9,51,colorado,teller,0,0.0,0,0.0,4,719.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,353,353,20,4
0x437e,2018-12-21,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,No,No,8.2,38.6,51,arizona,apache,0,0.0,0,0.0,4,353.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,353,353,20,4
0x437f,2018-12-21,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,No,No,3.9,19.4,51,arizona,apache,0,0.0,0,0.0,4,353.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,353,353,20,4
0x4df6,2018-12-21,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,No,No,8.2,38.3,51,alabama,marshall,0,0.0,0,0.0,4,233.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,233,233,20,4
0x4df7,2018-12-21,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,No,No,3.5,18.2,51,alabama,marshall,0,0.0,0,0.0,4,233.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,233,233,20,4
0x2b42,2018-12-22,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,Yes,No,4.9,37.3,51,connecticut,hartford,0,0.0,0,0.0,5,720.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,720,355,21,5
0x2b43,2018-12-22,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,Yes,No,2.6,18.9,51,connecticut,hartford,0,0.0,0,0.0,5,720.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,354,354,21,5
0x3818,2018-12-22,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,Yes,No,6.5,49.9,51,colorado,teller,0,0.0,0,0.0,5,720.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,720,355,21,5
0x3819,2018-12-22,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,Yes,No,4.0,23.9,51,colorado,teller,0,0.0,0,0.0,5,720.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,354,354,21,5
0x4380,2018-12-22,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,Yes,No,7.3,45.89999999999999,51,arizona,apache,0,0.0,0,0.0,5,354.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,354,354,21,5
0x4381,2018-12-22,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,Yes,No,3.4,22.8,51,arizona,apache,0,0.0,0,0.0,5,354.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,354,354,21,5
0x4df8,2018-12-22,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,Yes,No,6.2,44.5,51,alabama,marshall,0,0.0,0,0.0,5,234.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,234,234,21,5
0x4df9,2018-12-22,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,Yes,No,2.5,20.7,51,alabama,marshall,0,0.0,0,0.0,5,234.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,234,234,21,5
0x2b44,2018-12-23,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,Yes,No,6.8,44.1,51,connecticut,hartford,0,0.0,0,0.0,6,721.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,721,356,22,6
0x2b45,2018-12-23,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,Yes,No,3.1,22.000000000000004,51,connecticut,hartford,0,0.0,0,0.0,6,721.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,355,355,22,6
0x381a,2018-12-23,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,Yes,No,7.5,57.4,51,colorado,teller,0,0.0,0,0.0,6,721.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,721,356,22,6
0x381b,2018-12-23,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,Yes,No,4.1,28.0,51,colorado,teller,0,0.0,0,0.0,6,721.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,355,355,22,6
0x4382,2018-12-23,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,Yes,No,7.7,53.6,51,arizona,apache,0,0.0,0,0.0,6,355.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,355,355,22,6
0x4383,2018-12-23,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,Yes,No,4.2,27.0,51,arizona,apache,0,0.0,0,0.0,6,355.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,355,355,22,6
0x4dfa,2018-12-23,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,Yes,No,6.5,51.0,51,alabama,marshall,0,0.0,0,0.0,6,235.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,235,235,22,6
0x4dfb,2018-12-23,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,Yes,No,3.9,24.6,51,alabama,marshall,0,0.0,0,0.0,6,235.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,235,235,22,6
0x2b46,2018-12-24,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,No,No,5.7,5.7,52,connecticut,hartford,0,0.0,0,0.0,0,722.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,722,357,23,0
0x2b47,2018-12-24,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,No,No,3.4,3.4,52,connecticut,hartford,0,0.0,0,0.0,0,722.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,356,356,23,0
0x381c,2018-12-24,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,No,No,7.4,7.4,52,colorado,teller,0,0.0,0,0.0,0,722.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,722,357,23,0
0x381d,2018-12-24,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,No,No,4.2,4.2,52,colorado,teller,0,0.0,0,0.0,0,722.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,356,356,23,0
0x4384,2018-12-24,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,No,No,7.5,7.5,52,arizona,apache,0,0.0,0,0.0,0,356.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,356,356,23,0
0x4385,2018-12-24,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,No,No,3.3,3.3,52,arizona,apache,0,0.0,0,0.0,0,356.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,356,356,23,0
0x4dfc,2018-12-24,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,No,No,6.8,6.8,52,alabama,marshall,0,0.0,0,0.0,0,236.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,236,236,23,0
0x4dfd,2018-12-24,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,No,No,3.6,3.6,52,alabama,marshall,0,0.0,0,0.0,0,236.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,236,236,23,0
0x2b48,2018-12-25,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,No,No,6.3,12.0,52,connecticut,hartford,0,0.0,0,0.0,1,723.0,CT,1,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,723,358,24,1
0x2b49,2018-12-25,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,No,No,3.8,7.199999999999999,52,connecticut,hartford,0,0.0,0,0.0,1,723.0,CT,1,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,357,357,24,1
0x381e,2018-12-25,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,No,No,8.6,16.0,52,colorado,teller,0,0.0,0,0.0,1,723.0,CO,1,5812069,103642,56.07831767044249,mountain,west,37.3,41053,723,358,24,1
0x381f,2018-12-25,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,No,No,4.4,8.600000000000001,52,colorado,teller,0,0.0,0,0.0,1,723.0,CO,1,5812069,103642,56.07831767044249,mountain,west,37.3,41053,357,357,24,1
0x4386,2018-12-25,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,No,No,7.1,14.6,52,arizona,apache,0,0.0,0,0.0,1,357.0,AZ,1,7276316,113594,64.05546067573992,mountain,west,38.5,32173,357,357,24,1
0x4387,2018-12-25,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,No,No,3.4,6.699999999999999,52,arizona,apache,0,0.0,0,0.0,1,357.0,AZ,1,7276316,113594,64.05546067573992,mountain,west,38.5,32173,357,357,24,1
0x4dfe,2018-12-25,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,No,No,7.1,13.9,52,alabama,marshall,0,0.0,0,0.0,1,237.0,AL,1,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,237,237,24,1
0x4dff,2018-12-25,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,No,No,3.6,7.2,52,alabama,marshall,0,0.0,0,0.0,1,237.0,AL,1,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,237,237,24,1
0x2b4a,2018-12-26,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,No,No,6.8,18.8,52,connecticut,hartford,0,0.0,0,0.0,2,724.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,724,359,25,2
0x2b4b,2018-12-26,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,No,No,3.0,10.2,52,connecticut,hartford,0,0.0,0,0.0,2,724.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,358,358,25,2
0x3820,2018-12-26,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,No,No,7.3,23.3,52,colorado,teller,0,0.0,0,0.0,2,724.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,724,359,25,2
0x3821,2018-12-26,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,No,No,4.3,12.900000000000002,52,colorado,teller,0,0.0,0,0.0,2,724.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,358,358,25,2
0x4388,2018-12-26,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,No,No,8.2,22.8,52,arizona,apache,0,0.0,0,0.0,2,358.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,358,358,25,2
0x4389,2018-12-26,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,No,No,3.6,10.3,52,arizona,apache,0,0.0,0,0.0,2,358.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,358,358,25,2
0x4e00,2018-12-26,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,No,No,6.6,20.5,52,alabama,marshall,0,0.0,0,0.0,2,238.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,238,238,25,2
0x4e01,2018-12-26,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,No,No,2.9,10.1,52,alabama,marshall,0,0.0,0,0.0,2,238.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,238,238,25,2
0x2b4c,2018-12-27,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,No,No,7.5,26.3,52,connecticut,hartford,0,0.0,0,0.0,3,725.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,725,360,26,3
0x2b4d,2018-12-27,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,No,No,3.3,13.5,52,connecticut,hartford,0,0.0,0,0.0,3,725.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,359,359,26,3
0x3822,2018-12-27,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,No,No,9.4,32.7,52,colorado,teller,0,0.0,0,0.0,3,725.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,725,360,26,3
0x3823,2018-12-27,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,No,No,4.1,17.0,52,colorado,teller,0,0.0,0,0.0,3,725.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,359,359,26,3
0x438a,2018-12-27,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,No,No,7.8,30.6,52,arizona,apache,0,0.0,0,0.0,3,359.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,359,359,26,3
0x438b,2018-12-27,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,No,No,3.8,14.099999999999998,52,arizona,apache,0,0.0,0,0.0,3,359.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,359,359,26,3
0x4e02,2018-12-27,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,No,No,7.3,27.8,52,alabama,marshall,0,0.0,0,0.0,3,239.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,239,239,26,3
0x4e03,2018-12-27,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,No,No,3.9,14.0,52,alabama,marshall,0,0.0,0,0.0,3,239.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,239,239,26,3
0x2b4e,2018-12-28,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,No,No,6.3,32.6,52,connecticut,hartford,0,0.0,0,0.0,4,726.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,726,361,27,4
0x2b4f,2018-12-28,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,No,No,3.5,17.0,52,connecticut,hartford,0,0.0,0,0.0,4,726.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,360,360,27,4
0x3824,2018-12-28,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,No,No,9.3,42.0,52,colorado,teller,0,0.0,0,0.0,4,726.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,726,361,27,4
0x3825,2018-12-28,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,No,No,3.7,20.7,52,colorado,teller,0,0.0,0,0.0,4,726.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,360,360,27,4
0x438c,2018-12-28,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,No,No,9.7,40.3,52,arizona,apache,0,0.0,0,0.0,4,360.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,360,360,27,4
0x438d,2018-12-28,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,No,No,4.3,18.4,52,arizona,apache,0,0.0,0,0.0,4,360.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,360,360,27,4
0x4e04,2018-12-28,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,No,No,7.0,34.8,52,alabama,marshall,0,0.0,0,0.0,4,240.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,240,240,27,4
0x4e05,2018-12-28,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,No,No,3.5,17.5,52,alabama,marshall,0,0.0,0,0.0,4,240.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,240,240,27,4
0x2b50,2018-12-29,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,Yes,No,6.2,38.8,52,connecticut,hartford,0,0.0,0,0.0,5,727.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,727,362,28,5
0x2b51,2018-12-29,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,Yes,No,2.7,19.7,52,connecticut,hartford,0,0.0,0,0.0,5,727.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,361,361,28,5
0x3826,2018-12-29,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,Yes,No,6.2,48.2,52,colorado,teller,0,0.0,0,0.0,5,727.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,727,362,28,5
0x3827,2018-12-29,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,Yes,No,4.1,24.8,52,colorado,teller,0,0.0,0,0.0,5,727.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,361,361,28,5
0x438e,2018-12-29,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,Yes,No,6.0,46.3,52,arizona,apache,0,0.0,0,0.0,5,361.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,361,361,28,5
0x438f,2018-12-29,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,Yes,No,3.0,21.4,52,arizona,apache,0,0.0,0,0.0,5,361.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,361,361,28,5
0x4e06,2018-12-29,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,Yes,No,6.7,41.5,52,alabama,marshall,0,0.0,0,0.0,5,241.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,241,241,28,5
0x4e07,2018-12-29,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,Yes,No,3.0,20.5,52,alabama,marshall,0,0.0,0,0.0,5,241.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,241,241,28,5
0x2b52,2018-12-30,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,Yes,No,7.0,45.8,52,connecticut,hartford,0,0.0,0,0.0,6,728.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,728,363,29,6
0x2b53,2018-12-30,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,Yes,No,2.9,22.6,52,connecticut,hartford,0,0.0,0,0.0,6,728.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,362,362,29,6
0x3828,2018-12-30,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,Yes,No,7.5,55.7,52,colorado,teller,0,0.0,0,0.0,6,728.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,728,363,29,6
0x3829,2018-12-30,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,Yes,No,3.8,28.6,52,colorado,teller,0,0.0,0,0.0,6,728.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,362,362,29,6
0x4390,2018-12-30,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,Yes,No,7.2,53.5,52,arizona,apache,0,0.0,0,0.0,6,362.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,362,362,29,6
0x4391,2018-12-30,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,Yes,No,3.1,24.5,52,arizona,apache,0,0.0,0,0.0,6,362.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,362,362,29,6
0x4e08,2018-12-30,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,Yes,No,8.1,49.6,52,alabama,marshall,0,0.0,0,0.0,6,242.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,242,242,29,6
0x4e09,2018-12-30,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,Yes,No,3.0,23.5,52,alabama,marshall,0,0.0,0,0.0,6,242.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,242,242,29,6
0x2b54,2018-12-31,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,12,No,No,5.7,5.7,1,connecticut,hartford,0,0.0,0,0.0,0,729.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,729,364,30,0
0x2b55,2018-12-31,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,12,No,No,3.0,3.0,1,connecticut,hartford,0,0.0,0,0.0,0,729.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,363,363,30,0
0x382a,2018-12-31,WH_0x3ea,38.749077,-105.18306,Type_A,2018,12,No,No,6.8,6.8,1,colorado,teller,0,0.0,0,0.0,0,729.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,729,364,30,0
0x382b,2018-12-31,WH_0x3ea,38.749077,-105.18306,Type_B,2018,12,No,No,3.8,3.8,1,colorado,teller,0,0.0,0,0.0,0,729.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,363,363,30,0
0x4392,2018-12-31,WH_0x3eb,35.67897,-109.067413,Type_A,2018,12,No,No,7.2,7.2,1,arizona,apache,0,0.0,0,0.0,0,363.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,363,363,30,0
0x4393,2018-12-31,WH_0x3eb,35.67897,-109.067413,Type_B,2018,12,No,No,2.9,2.9,1,arizona,apache,0,0.0,0,0.0,0,363.0,AZ,0,7276316,113594,64.05546067573992,mountain,west,38.5,32173,363,363,30,0
0x4e0a,2018-12-31,WH_0x3ec,34.361664000000005,-86.305595,Type_A,2018,12,No,No,6.2,6.2,1,alabama,marshall,0,0.0,0,0.0,0,243.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,243,243,30,0
0x4e0b,2018-12-31,WH_0x3ec,34.361664000000005,-86.305595,Type_B,2018,12,No,No,3.6,3.6,1,alabama,marshall,0,0.0,0,0.0,0,243.0,AL,0,539877,50645,10.660025668871556,east_south_central,south,39.5,28650,243,243,30,0
0x2b56,2019-01-01,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2019,1,No,No,5.7,11.4,1,connecticut,hartford,0,0.0,0,0.0,1,730.0,CT,1,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,730,0,0,0
0x2b57,2019-01-01,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2019,1,No,No,2.9,5.9,1,connecticut,hartford,0,0.0,0,0.0,1,730.0,CT,1,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,364,0,0,0
